dataset,split,id,representative,primary,group_sha256
arc,fit,Mercury_SC_401197,Mercury_SC_401197,True,edfc4adf41dd0a53c9754ff0c4eab8e6421f3f840b5d4f7b383bd6780fdbe54b
arc,fit,ACTAAP_2010_7_13,ACTAAP_2010_7_13,True,14e9d5e1dd57452557d89f5e21fa8a7570711d6d2927b7039b8265776b5bcd07
arc,fit,MEA_2014_8_6,MEA_2014_8_6,True,f3f7c56b2d4831213ae75ee5f89298d973984bd2f2eb61d2499a41c38333ab45
arc,fit,Mercury_SC_405303,Mercury_SC_405303,True,ac63430527db8359791c26b2dc35e67755929b65fd4450091efd352b582cf9a8
arc,fit,Mercury_SC_405724,Mercury_SC_405724,True,42da9d16404253025ee63a72c8b8da3a5fd55b752c0315a32677f0e064c1f241
arc,fit,Mercury_SC_400338,Mercury_SC_400338,True,f35bd9e67d0421636005cf36e5ce8d43402aff80437d002f3763c4c78bf266fe
arc,fit,Mercury_7122465,Mercury_7122465,True,d506d8047dbab4c5a26df6af219087730e0fbb961bfc51383a4a08f002871c37
arc,fit,Mercury_7213255,Mercury_7213255,True,2613b6b76e3557f69f6d728b01025174d5b6a091aba4428738718a18abd272e2
arc,fit,MDSA_2009_8_14,MDSA_2009_8_14,True,4db7ac68e4ce62cc5911b092420cbf7128a92a0d09668dc7d8573b2cbb598e7d
arc,fit,Mercury_7217840,Mercury_7217840,True,a80cc3348cef385e5c68cc231c3c3866950a33a466da6a417f38413e1467869e
arc,fit,CSZ_2009_8_CSZ20870,CSZ_2009_8_CSZ20870,True,be300036a004b5175a49cedcbff25b42a5f0a3a2b33a050881ab86f0bffbe8a5
arc,fit,VASoL_2010_3_10,VASoL_2010_3_10,True,8043edd1f4408bb89dc2a785c1338e72f484edfab9c7d603b7a4f06b2ac10a59
arc,fit,LEAP__7_10344,LEAP__7_10344,True,20e7525dd1a55afed6b7acca93f171368b00898b8772f9548a51f2adaa953482
arc,fit,NYSEDREGENTS_2016_4_20,NYSEDREGENTS_2016_4_20,True,dc11275d9801c144b6009122eb187b8e863643f25535316d04fbcd790ef50434
arc,fit,ACTAAP_2014_7_14,ACTAAP_2014_7_14,True,d7a7058c7ff7b4d8312440509fd2805724df9a6ef22995d62a0fd1a057890d1f
arc,fit,Mercury_7097965,Mercury_7097965,True,c29020b99b1476e55cf0cca5e6ca09ffdfed4b8bc0f3781b9d34c5869c71f531
arc,fit,Mercury_SC_413300,Mercury_SC_413300,True,1b04648304170573f546983316c751b0d41b1943806de10a0a01711d67e9053c
arc,fit,TIMSS_1995_8_K12,TIMSS_1995_8_K12,True,3b715d7d5c8fe8360a735e564de07fbd3e8d8d97e7da166925e1940db11e9fa7
arc,fit,Mercury_7100468,Mercury_7100468,True,aefac5125e24950eddc362bc1597516d1ed364406ec68e43fdd5c757896a3655
arc,fit,NCEOGA_2013_8_24,NCEOGA_2013_8_24,True,7291bb6a769f1356b7b441f9b2bf40aee616d6679c8e0eda5b02c5c03b739d7c
arc,fit,Mercury_7081270,Mercury_7081270,True,8d730b92df56ff76fa8fc1c8124e09e5196d14953e39a31c5840d5b29ff4fe2a
arc,fit,MCAS_2007_8_5171,MCAS_2007_8_5171,True,9f7877c4968356e080d3e7469cf7ca19749e8ac7bf782d12c96406d546913642
arc,fit,OHAT_2007_5_34,OHAT_2007_5_34,True,3eb428e551ae6fd59ee462d56edc3da1cdd0a96278b5ac861eefb141a96ad034
arc,fit,Mercury_414091,Mercury_414091,True,9087b5b700da76901f988ee0043c0c712231a0480138f585aae7ae3d6c1114bd
arc,fit,Mercury_SC_401359,Mercury_SC_401359,True,e075562e981789b1df57c5f0f9560a75285cbbd460b19457cdb3eb96456bfbbf
arc,fit,Mercury_SC_400607,Mercury_SC_400607,True,da3eb57a96a9e1be0d5f5103c6ef42ca051277d59f7b5460afb814368b2c860b
arc,fit,Mercury_404134,Mercury_404134,True,513cbbcc54c2c878074197110d0afd9ef790a2830d0a7ace4a1718d722a4b79c
arc,fit,Mercury_SC_401198,Mercury_SC_401198,True,1f6198e34d01ebb04f5abbc7531386ac835fa958458fff23e0433c5335048a3d
arc,fit,Mercury_SC_416654,Mercury_SC_416654,True,638f681dc414f0d93b04ddb732db83879e052ac4dae5ca01d5c28252978e3595
arc,fit,MEA_2010_8_7,MEA_2010_8_7,True,7b7ae7a71e2c74df965a8de9f821aa47117cf6f692e6b9915b4fe72ba95043d9
arc,fit,Mercury_7172795,Mercury_7172795,True,7e52bcbea40e926c5998935a3faa5867b68babf51914724f2c3e42ad0613dcf8
arc,fit,Mercury_SC_415410,Mercury_SC_415410,True,1da60c9de3a3ab34198a7c2c23f041f567f5e8ee30a47b7835a766561a2e4bdc
arc,fit,Mercury_7107415,Mercury_7107415,True,784b64b24b27d0303709750ecc0412c3d13bfd14b19b768d05b9bcdb65409ae4
arc,fit,Mercury_SC_401644,Mercury_SC_401644,True,5f14cda064361fadf4d3449cd2883ce508ecaa0f39fc4df7e8747f33bdf969f2
arc,fit,Mercury_7215740,Mercury_7215740,True,44b6ea93c21c286f846099b4d66ea8743700d2842781450082a2e9d91955738d
arc,fit,Mercury_SC_413558,Mercury_SC_413558,True,50fd418f5195176336c8b334b5256cbdb7f2bf24868d91fc45f1e042e0ac3ea0
arc,fit,Mercury_402213,Mercury_402213,True,d5a43d1968feb2f224d5787c343a1c285c695b3dd49aa562df7a036e8f316bc1
arc,fit,NYSEDREGENTS_2011_8_13,NYSEDREGENTS_2011_8_13,True,3c7330cfb9391a7e180436c1f8118d5ca2e81fd7d6aa1921505995916f203dda
arc,fit,Mercury_7013003,Mercury_7013003,True,133369e72fdfa49b257f6aa0557194eb10f355e62882542402bfa5dfef8e7002
arc,fit,Mercury_7262833,Mercury_7262833,True,99578f087d6b567a5816488e1ca04053142288005a93063fe8b4f20f2615bda6
arc,fit,NYSEDREGENTS_2011_8_43,NYSEDREGENTS_2011_8_43,True,2794b7185b2f1104d4134a61ef6df11385c4cf0ca699dc96e03189d5d18cf5b3
arc,fit,Mercury_180163,Mercury_180163,True,728416405a5b55591c7fb85e59f86ddf25c1f6c3b386438c9d173d07e4616287
arc,fit,Mercury_7191153,Mercury_7191153,True,41ebf06d027e5151c77e4b68eb972cc1a39d1c80e095acf86cfee60f00ebc020
arc,fit,Mercury_7114818,Mercury_7114818,True,701960011f9d2004a3b6f1ba00b5525e70340b402f753dd194c6070853aab8b1
arc,fit,Mercury_7228375,Mercury_7228375,True,c605d1fbf0f252af1e9bc9993b1fe8a7597a10833c6db44d1edad7df4d9a4242
arc,fit,Mercury_411450,Mercury_411450,True,e9afdbfc8d9af7d93e39c7bc0fc86933e2594ecf89b83bde5ed44da93326b660
arc,fit,Mercury_410707,Mercury_410707,True,f157ec8407ee86cb4c974f4dbff75cdb603abcae742b2dc8cd469669d8a8c942
arc,fit,Mercury_416466,Mercury_416466,True,6276a72d454d20040788a2f398066797d9e6d531d9c5eb689bca7b9cbf85683b
arc,fit,Mercury_7233800,Mercury_7233800,True,b99dcb4957d2ad6bb0c98c9105d1156c415d85eea214bf3989f0ef599ccba9f4
arc,fit,NCEOGA_2013_5_3,NCEOGA_2013_5_3,True,6e3e547a67863ef900e6143be7e854aa664b21c1e9470d3f28e4d2e79ceedae0
arc,fit,Mercury_SC_405635,Mercury_SC_405635,True,55c7e964f44f700c4df2273b10742bc6a59194998117886b57628b0b4a2a8436
arc,fit,Mercury_7128713,Mercury_7128713,True,4678c420fc510fbc0ddf091537e80604583d197946cfc11c6749433c7b1fb40d
arc,fit,Mercury_SC_406541,Mercury_SC_406541,True,4600786c83d0daf0164c22b7e4decdc79aa0456d4e5cb838651f89d7750cb247
arc,fit,Mercury_7188090,Mercury_7188090,True,e054204be8760eac91562693fcdadc7e4b1bcfcc6b9c150c79bea166f7bd8a59
arc,fit,Mercury_7094868,Mercury_7094868,True,c7889e5ef3e13e3b6316053d46a7eecf9423f523727348694c2ab8c5ac88363c
arc,fit,Mercury_412149,Mercury_412149,True,77fea0716887850f09fd14fb56fe555b194c454de4489982e1cfeb154b548cb1
arc,fit,Mercury_7094010,Mercury_7094010,True,07bb64e81e6ee170034e838a87eda17ddee83c770a68dd234f751b0e9b8436a0
arc,fit,Mercury_7268835,Mercury_7268835,True,c125a04a37a8a09aaaba63b6d58f45ac6c5a18bcd1372d4bfd851a78d39cc2a9
arc,fit,Mercury_7212345,Mercury_7212345,True,b5a679a0137d6dc7f6fd48137aee2d154a7994612040c212b05de71b002b5c29
arc,fit,Mercury_7027178,Mercury_7027178,True,f9c562b667f21f2d4ade6ab47e9ded879e984f9b770148dd17e0987a1b85e485
arc,fit,VASoL_2007_5_7,VASoL_2007_5_7,True,1c417049fe4ce34f4de2cfbd6ea96f026fabbca875d8deaa53dc48ab98cf128d
arc,fit,TIMSS_2011_8_pg100,TIMSS_2011_8_pg100,True,51d641afaa354ca7454c71859f899d045a46e01aeb52e78993e5f5f4bc5459da
arc,fit,TIMSS_1995_8_O11,TIMSS_1995_8_O11,True,9c4df27c5ce642da90d473611e29ef48515342756bcbb1ec288d5004f6fbc70b
arc,fit,Mercury_SC_415389,Mercury_SC_415389,True,91eb85f3761b9fd3e1a1f01b576c5bd77f7fccbc3bba1ae6478de53ce61f3f1f
arc,fit,NCEOGA_2013_5_21,NCEOGA_2013_5_21,True,4cb90c7b33c1d78e659b2b89045284e1bda899e43beca48a869ec99f73242df9
arc,fit,Mercury_7233695,Mercury_7233695,True,a3e33270fe5092b038e664463d9947fd1488356512cdccbb97d6cfa082052566
arc,fit,Mercury_7132195,Mercury_7132195,True,a25434cd12b496e01848b961aa66132aede3c709b53d89cac2f2587e760edf39
arc,fit,Mercury_7005408,Mercury_7005408,True,a9784ad525e13c7cfad7f457a41cdf188f10d817e38a31e3e02e962d097ba344
arc,fit,Mercury_SC_413531,Mercury_SC_413531,True,756b046b9014b7ff50c74bc8c6c2fe920e5ea45951018f28f8d85c9c7056987a
arc,fit,Mercury_7239575,Mercury_7239575,True,408eab9553969f2a80dc62c52eba9b76d062b5607f427ceec11238aa85feea1e
arc,fit,Mercury_SC_412697,Mercury_SC_412697,True,5ca5103eb421f5bb6c58fa5d8e300273fa0fd00db46af12065a7d9dbc2ff3f8c
arc,fit,MCAS_1999_8_34,MCAS_1999_8_34,True,30257d62339f0c57f2f6cf87d9243497fc698421a99959d14ce87af71b22a178
arc,fit,NYSEDREGENTS_2004_8_37,NYSEDREGENTS_2004_8_37,True,210a36ea897ab2b8e53f7193549f3440eb0092e0e6b9047d884513b94e77ce49
arc,fit,Mercury_7189070,Mercury_7189070,True,77810f7944562b7b72991021d2446655f3b37628931aa0f074b3d3babcce084a
arc,fit,MDSA_2011_8_10,MDSA_2011_8_10,True,92ec9135958f31bee7477b6f391b59baea672b261dd2e936f81842235fdae3a1
arc,fit,Mercury_7246978,Mercury_7246978,True,50817024e0b627b5aaa7dc592dae4e1c20b42e0effcee1698a1f08976d60d352
arc,fit,Mercury_7236075,Mercury_7236075,True,b3a9b95bc8ad191e5ccebeabaf6fb2e9b5702117602d89d80260871ed66f95c4
arc,fit,NCEOGA_2013_5_10,NCEOGA_2013_5_10,True,cb7f3f46238c3331aef40e97be8e976bcefc1ad505d5852f9ab8a7d6b0f125ed
arc,fit,Mercury_7024220,Mercury_7024220,True,72b2af24ad6da07834aafb960ac0b92c3d4f619e2dadf756b6263ea090049905
arc,fit,Mercury_7217963,Mercury_7217963,True,02fa2a6f14f689a263151db242f3480ddde126630d3f405d78240c2983e69577
arc,fit,Mercury_LBS10257,Mercury_LBS10257,True,88727f1e85462e21cfa72a6a28dc47f573dee3add4902482e25833725b9cb591
arc,fit,TIMSS_2011_4_pg64,TIMSS_2011_4_pg64,True,8e2557e3a4bdfd54b3f743b2feb6504826c61f5cc3c61c78d00fca51a8719b58
arc,fit,Mercury_7071838,Mercury_7071838,True,1eabfac5a1093c9ebfddf9d2193f0dcf6dc6eb0f1d0ad02d020dca75df2b194e
arc,fit,Mercury_7114870,Mercury_7114870,True,db0d3d8b8101ff504be44c38b0b4ec97af8e929471fd2cd2c3d5d8ed749be145
arc,fit,TIMSS_2003_8_pg28,TIMSS_2003_8_pg28,True,f72335ad038b6ec92f038ede4e3c0b6652feb5aba7f8294017dcafb6b0d177ac
arc,fit,Mercury_SC_401298,Mercury_SC_401298,True,16a9b0ec9160107f96c9d06a0fb0afbe12fbec00358a9d4a309a50bb6726d940
arc,fit,Mercury_7222810,Mercury_7222810,True,a8e9aa5c391aa6a81132fdc727735ef9b4bd62cff0331cf9466837872d20104e
arc,fit,Mercury_SC_405460,Mercury_SC_405460,True,83d1d201ebac9048c852efe2b7e168138e94963bd3956308b939a002ca49b9f0
arc,fit,Mercury_SC_402089,Mercury_SC_402089,True,8ba09a4a63aa92738bda94ebc13d33c85594b5da2e774ceb1f531441a6b390aa
arc,fit,Mercury_7042805,Mercury_7042805,True,80907fb337cdc461bb0349fb33f2ff068d588c2b2abf8f92bb8726de70b2df7b
arc,fit,NYSEDREGENTS_2004_4_5,NYSEDREGENTS_2004_4_5,True,4b4125ec75b38be40e4ce5d76885843ae12481f09ecbebc15c59682c6be62d26
arc,fit,Mercury_7165953,Mercury_7165953,True,45ad1665f7c2ec680b688f413512801529136b928942931b736d72770d31307b
arc,cal,Mercury_183750,Mercury_183750,True,6a3507630075a7792f13de7ed571c4f27216beeb35b84853483fde9b8b386b4e
arc,cal,NCEOGA_2013_8_44,NCEOGA_2013_8_44,True,93edeca1013d1410a4d28603ebe8c015f1ef443d5006e73eb6837fe6005670c0
arc,cal,Mercury_7008085,Mercury_7008085,True,bc12fef18731dcaf0ae26e2d541cc3fd801a8cf25c364902fd896e12af7ed027
arc,cal,Mercury_SC_400698,Mercury_SC_400698,True,2f2d1ff90a9bbeea7c1362781966781f572b289620d07adc188a88fff513d581
arc,cal,Mercury_7041160,Mercury_7041160,True,cb64b4ff9ff3353b9534cb4b1f97280d1a846f08dcf7e1fa330cb5e273379873
arc,cal,MDSA_2011_8_25,MDSA_2011_8_25,True,1a109f01825b110803002f0df5d274c8e21c83d793fd2ad5d238f79a3cf8735d
arc,cal,Mercury_7165883,Mercury_7165883,True,6929171ae4270a34dc33ecf88206162f4b8c8e7264b7e5513a14462384c7ca66
arc,cal,Mercury_7092260,Mercury_7092260,True,668a1e4b27b22012c8cab1e7fb3d3c0350478063820fbedc81db7e74ede9c958
arc,cal,Mercury_7068530,Mercury_7068530,True,3e8fb6bc663d617add3c48ee51600cf5f24e349c73eee2b4f78aaf7eff2dd7ec
arc,cal,NYSEDREGENTS_2004_8_31,NYSEDREGENTS_2004_8_31,True,e71859fe68318794ac922877160becf8399be4064d5c6f10d8c20a8b4f2f979e
arc,cal,Mercury_7108973,Mercury_7108973,True,68c7d5e311d20973f439139322002b27d494b950643a67347956a7b08ee390cf
arc,cal,Mercury_7141558,Mercury_7141558,True,d0bca1d0cb6803877a4081eea498b06d18886dabf7bd9013c7873f4e22b1b5aa
arc,cal,Mercury_7017168,Mercury_7017168,True,525b1bf4ce6a1ac7ce3e0020cb8c8014d1e62ddb3a912d604521d84f645c88ea
arc,cal,Mercury_SC_400013,Mercury_SC_400013,True,fc856dc259819c8636a7ab35f13aafe5aa72c86f7a4a0b0ccf67eb03e96e2f76
arc,cal,ACTAAP_2008_7_15,ACTAAP_2008_7_15,True,d36e00603462e09dcb41917bed6169c586cbfba58ba1945506c58a47a7ba84c2
arc,cal,Mercury_7014193,Mercury_7014193,True,15282367218510849b863065731d89bdae440bac156c2ca4344a304c1aaf5154
arc,cal,Mercury_SC_415468,Mercury_SC_415468,True,bad8faec9ecdcfc2b01c623e7eeb207a02f4b5102e673333f9b6cc1e7d1ff96d
arc,cal,Mercury_SC_416518,Mercury_SC_416518,True,09cdc54e27176ad78af1330d6702c0071b222f95ba3b0a481cd55aa2709a7984
arc,cal,TIMSS_2011_8_pg136,TIMSS_2011_8_pg136,True,e4de91f78ed780702fcd250981ab8cae0d135502302bdb91f2ba0778a986bd7e
arc,cal,LEAP_2008_8_10423,LEAP_2008_8_10423,True,718b349d776db5e0da28a24ce12eeab2ebd3588fe8182566ed9bf4f7c116699f
arc,cal,NYSEDREGENTS_2007_8_23,NYSEDREGENTS_2007_8_23,True,f9dffb41010e5f1e470d6ee4f01440ee30cf8555891cdd534ff302b25afa338d
arc,cal,LEAP__5_10318,LEAP__5_10318,True,012cf3bc8d2c58b29b242e0f60bad8cc4b7b2f76f046d2f81eef0af475fd7c3a
arc,cal,Mercury_7205153,Mercury_7205153,True,a70a14133b7db0ead8bcfbd519559f96e37ab097a4ab555b40f220aff213624c
arc,cal,Mercury_7234465,Mercury_7234465,True,411d724d9ad876cd03228e629daa0d5100b51e53a1adeed77604cabf94887c3e
arc,cal,Mercury_7143780,Mercury_7143780,True,7d8964dafe0f028b1db18a7964da9f46f95c8810c37d52d27aea5d30199986b4
arc,cal,Mercury_7192780,Mercury_7192780,True,367a3f01aab5d87379e44dc4d9de73edddf6d6ce6c5815a04111dcfd48b546db
arc,cal,MCAS_2009_5_6510,MCAS_2009_5_6510,True,5249f99da3ae304a4300a1c97d7921def2c6ed041042b31cfe13bb2194ef9964
arc,cal,MCAS_2008_5_5633,MCAS_2008_5_5633,True,b7205ba5386461a0bda51f02ad4c25b0122c38fa04afc6ab2a2dbb9d3c958f72
arc,cal,NYSEDREGENTS_2009_8_4,NYSEDREGENTS_2009_8_4,True,99dc808fa9b1e71804bd879724f4f48a45f2f9012c12f087540c2fe0c6dfdab6
arc,cal,Mercury_7221673,Mercury_7221673,True,80633d27748136ccec446a4f378d82fe514a1168e4f8a1a249d7c8e28fd46381
arc,cal,ACTAAP_2015_7_8,ACTAAP_2015_7_8,True,9b47b7d327052ae9c19265160e0508c17809e62090d8a54066a38aeb87c232a6
arc,cal,NCEOGA_2013_8_10,NCEOGA_2013_8_10,True,28768734d3b9b89b56811e54deca196374bf302722cee7019738f15c36c429cb
arc,cal,Mercury_7094693,Mercury_7094693,True,3a179ebd5106f87676fd258f8741e85023ffaab467b6fa13d733912b028ef271
arc,cal,Mercury_7270305,Mercury_7270305,True,321fbe61b20924edfb996e4c22d612af0a37fda8a505f26945063ed7de25a07c
arc,cal,Mercury_SC_LBS10034,Mercury_SC_LBS10034,True,f6fdf49098b34f53f5005025d7ed417aea68e1955855c322bc4f5910849f0c44
arc,cal,Mercury_SC_LBS10951,Mercury_SC_LBS10951,True,a8f728f3c10744cc5bc73c46c5625fe10f6e8984829cdea7cc3ba55d06bfc5f3
arc,cal,Mercury_416635,Mercury_416635,True,728be230a1f6f450d89a14e019c112ada2cef25da9d4dbf7fde6e79eb5e86718
arc,cal,Mercury_7230580,Mercury_7230580,True,04b0892a1df61991bcc99742cd7834882ab3e0bcf073e37e91fc0dd7734c7300
arc,cal,Mercury_7084700,Mercury_7084700,True,1b0c59286d0fd554c3a05ce7a4ee66383bace54e681169804d1740983f2a16ee
arc,cal,Mercury_7086223,Mercury_7086223,True,933fe2ac3ca06d267e675a4e8b5c5c84203e58907661cce3a239fd91190a6f1c
arc,cal,NCEOGA_2013_5_60,NCEOGA_2013_5_60,True,4049ccbca2a5d6107c0e1c1dc35aeb2764bf376553eda5e593059d5915445459
arc,cal,MCAS_1998_8_8,MCAS_1998_8_8,True,f3b68d5e7390332b88659994562b8447105ae6edeed975f1d7be9c04ad04f12c
arc,cal,MCAS_2000_8_27,MCAS_2000_8_27,True,3c40775cec8186a9b3762bb94466bb45321c62f71b6dcd41ad722a392d677dd9
arc,cal,Mercury_SC_401596,Mercury_SC_401596,True,8be986c559d4545b360d42cf7b7999c6b7dc3b570dc566c89fbc7627cbdce502
arc,cal,NYSEDREGENTS_2006_8_39,NYSEDREGENTS_2006_8_39,True,838a8151ce82abc40df7c349134fde9c2524c764375f799976d98fe76fc85658
arc,cal,Mercury_412775,Mercury_412775,True,196c9cc05c79db55731c93dbd4e60232e608e32e2d12f733996dc5a2777f18b0
arc,cal,Mercury_7027038,Mercury_7027038,True,c709091eaa54112fcc18f831f71cc5332cd83f8235ac2683302860d44a3ea3e8
arc,cal,Mercury_7283955,Mercury_7283955,True,a84ab2164787736842538928af3c7c40f20214ed0325c01beb962f5989d636f1
arc,cal,CSZ_2004_5_CSZ10003,CSZ_2004_5_CSZ10003,True,8d6e2acf35d20aafdc7d767331d5c753f1004ebe07efec2f2b657516a5ec4d63
arc,cal,Mercury_7113873,Mercury_7113873,True,126e7ce99729d080f9771cd46ee87e8cb93da55467d94b8b3af813d08b5a31bf
arc,cal,NYSEDREGENTS_2007_4_17,NYSEDREGENTS_2007_4_17,True,3946ef33cef8f2e4cecca70e607c50d70552b20419c666247c7279adb5ff904a
arc,cal,Mercury_406549,Mercury_406549,True,cfea312363f387b84b5e51c10c0a48a4c6f0eb8f9b5d225b4872bc70580b4b4e
arc,cal,AKDE&ED_2008_8_11,AKDE&ED_2008_8_11,True,76d53a4c652c2c33b8126e7c613cb1cd0f734def499ccfda65051db552f7eef3
arc,cal,Mercury_SC_401836,Mercury_SC_401836,True,c3552c64cc7365e4589cacbb6111301be55b35c621fc80961abe167299ae325c
arc,cal,Mercury_7085908,Mercury_7085908,True,3941cf387826c4554feccceff2e6d0230c6c7556e97ae87cc6c06098ba45324f
arc,cal,Mercury_7268013,Mercury_7268013,True,53fb79a0d603156eaf29a537d4c1fd65035ba3eb6b2a1cf182d2c09dd7af33b9
arc,cal,VASoL_2007_3_35,VASoL_2007_3_35,True,7f7ba5d0353be1086f11767a905df35b4b464d92a1c487da3c0af0485aeeec0e
arc,cal,MCAS_2005_9_20,MCAS_2005_9_20,True,75cfa360e422ee2ac977c4558c2fd1810f1b986d4074b33b0c80a2ef2f1fba63
arc,cal,Mercury_SC_400986,Mercury_SC_400986,True,7f350483850ba3dc8f604108c43f0a5d33917d5cded9d934803fde746a08dda1
arc,cal,Mercury_7018218,Mercury_7018218,True,2631e687f8363e82ff66df90f363c2bc96f2875922efd8f8a6ac1ee735b7fec5
arc,cal,Mercury_7004043,Mercury_7004043,True,47fd079f054c1d3bded15176623c9359f355d1f357a7891ec5c2dfbd56d15ca7
arc,cal,Mercury_401400,Mercury_401400,True,445c6969a662298bdc5b423306120e612cd5d5fcddab9af2d581aa05b05c37d2
arc,cal,Mercury_7165060,Mercury_7165060,True,4791ae01bfd7b9ea61a1a8a6edd131be1055cb097f34ae3ed8b8cb91296e6e58
arc,cal,MCAS_2007_8_5172,MCAS_2007_8_5172,True,45e82b2ec8a60f85e53ca5760d705ad0a5ffdf824fba06c92c62fe581d7c25f8
arc,cal,MCAS_2008_8_5711,MCAS_2008_8_5711,True,3d38776dd29b6b77d5bf2d5fe42a7d2e7161266890c93a8d5b4d3f63a11de9b7
arc,cal,Mercury_187075,Mercury_187075,True,bd5cb44fc11823359971986014217c0b551dfcec19b682a932be4bb801d1ccd4
arc,cal,AIMS_2009_4_24,AIMS_2009_4_24,True,d7f31062be4101faaef56b2f80b9b046395a412445bbe2e0ac25d454cb4d3185
arc,cal,ACTAAP_2015_5_6,ACTAAP_2015_5_6,True,43eb2e21751393912a4dd21df086b241a6f0e9961a8d4cd82e6f39e904c859f3
arc,cal,Mercury_SC_405208,Mercury_SC_405208,True,f7d7767d89ef74d2223df1f1bcb9cc1affec506bb24bdcf33477c1eb69d3586e
arc,cal,Mercury_416144,Mercury_416144,True,733415000d7ee15727fa68c80948670cd80f41e76956f63fc043b1ad0d2ec64f
arc,cal,MCAS_1998_4_3,MCAS_1998_4_3,True,efc1c43359cbfb4d5cb2b99e36d3636ff0c75b1c41107407ba6345ed7d6c86ba
arc,cal,TIMSS_2007_4_pg48,TIMSS_2007_4_pg48,True,18dbda41420bf7909f5553caaf98f1abe77da5d61cfe18aeeea61d43cf9e1a63
arc,cal,NYSEDREGENTS_2007_8_6,NYSEDREGENTS_2007_8_6,True,b174f96c2fa2208c95dcaa3b9d96c30d4dfd072e5628d029c68da13d87d5200d
arc,cal,Mercury_415753,Mercury_415753,True,ee830b65224b956bc4b3d10c865c19e4bb6803d2e92ea20d1870b50badc2f0ab
arc,cal,Mercury_415080,Mercury_415080,True,d31e3bbcc78a15cb76b2fdaa47085afb04b96fd2b14676489928f7ab453ab28b
arc,cal,NCEOGA_2013_8_55,NCEOGA_2013_8_55,True,5ec810f19079183eb1c4add75ac774caa5f9158fff3104d4ae7f8719df958b6b
arc,cal,MCAS_2007_8_5179,MCAS_2007_8_5179,True,c6261b66516dd381190d5f1226d7fac818170ae0d39e6e81fe8660c6f6330b74
arc,cal,NYSEDREGENTS_2007_4_22,NYSEDREGENTS_2007_4_22,True,c7f9e869aafd26794dc6741f49b560a4a7c4845653985060b58209bcb793de35
arc,cal,ACTAAP_2008_7_2,ACTAAP_2008_7_2,True,2ca3f5b3028a32b33d92bcab29b281bf91db1d740c5939c12c5f91d7319be142
arc,cal,Mercury_401790,Mercury_401790,True,17a1a528a6cb91bbe1599419b76649e6e0d0bf1533e56a295be1d0639d062c10
arc,cal,Mercury_7166600,Mercury_7166600,True,61fb2bb6ae602dd63eb2353040442b1f2b2b993427851a86b7c4ee4e5d536775
arc,cal,Mercury_7010028,Mercury_7010028,True,f8e3596fe675923587feefca7608249bc5304826017070f82c67241167082541
arc,cal,MDSA_2009_8_44,MDSA_2009_8_44,True,0b1a19edaa2f2134c026c5a6c655d3fd86db4aa38484284ab6492abc2c04c116
arc,cal,MCAS_2013_5_29405,MCAS_2013_5_29405,True,f8f9e17fccccdeb95e52809ded2c7675efa1ce640f741748b106745aa40027a4
arc,cal,Mercury_7124180,Mercury_7124180,True,578671928043ba31142fb32d544e4a39c6383e204363c2e308a8642e0cb7e7c3
arc,cal,Mercury_7009590,Mercury_7009590,True,6d5c11da4c95469e06f5434868a872de95d023c3cf67ed021756b86c041231f8
arc,cal,Mercury_7044695,Mercury_7044695,True,85da646cd0187a9b87f8d8ca130ebd9a387ff307e49dad0e351eac26b535ea6f
arc,cal,TIMSS_2003_8_pg74,TIMSS_2003_8_pg74,True,21b4951f9c8eef0fd3fe15228aad729f83d23dd9d79eeab95a57236967a5815d
arc,cal,Mercury_7081025,Mercury_7081025,True,135b032caeef1d4b68adf1ed1dbc97e91508fef9f46c4ad10f55d4ad72d806de
arc,cal,Mercury_7207393,Mercury_7207393,True,9c637d382ebee5b795c241eb0355dbf294ac986066c086912332b368a6f27397
arc,cal,Mercury_7223353,Mercury_7223353,True,d5e80335752ade7e732a969bf9a2d33c2b0e76399a364d77882d34122c061227
arc,cal,Mercury_SC_401180,Mercury_SC_401180,True,0415760f2f4daa00d7f08af7a48b70ff6b7955f0cc4772669cddd555629bb653
arc,cal,Mercury_7211873,Mercury_7211873,True,f3427f0ed3bf51af6cec56ad95f05e280c6fc0d516ef31801c848d4e9bae94ca
arc,cal,NCEOGA_2013_5_56,NCEOGA_2013_5_56,True,f5b347684327c0a32f45659d2dd941685b9d6f0fc45d69dabbc7d9fe341a7cd8
arc,cal,Mercury_SC_401281,Mercury_SC_401281,True,11948f2fec8843d27662c226ed82b53146a1cea1b5ed3a0c5454dcd1763a7f2b
arc,cal,Mercury_7263393,Mercury_7263393,True,5d9c42f494cf32744ca1898995e18867a4f29f4a1539612db5551ee2b90f7f71
arc,cal,Mercury_SC_LBS10791,Mercury_SC_LBS10791,True,2e249c50fc9affd77e82a08b9cc41ac0d53fb3cddcc0fed7feda7bdcaa4a96bb
arc,cal,Mercury_7007910,Mercury_7007910,True,4721d156a78c99fb6100c73db8f4639fcf10706ea4675a954540c71785e6b708
arc,cal,Mercury_408090,Mercury_408090,True,a376908df34cfad8b7024171e83f73dccba8a1bf830b6afa4c64471c53e79079
arc,cal,Mercury_7142695,Mercury_7142695,True,a028dd100c0cd5eabfe720cc9f6e400f7d5a86a2d6b72dc03f98c87147b97449
