dataset,group_id,fold,n,members
arc,arc_9f6b640a4cf2402853cf,3,1,VASoL_2007_3_35
arc,arc_3605df886f89fbb8fe90,4,1,Mercury_412642
arc,arc_b58811b04d1e7f094648,0,1,Mercury_SC_415389
arc,arc_16176614a4ea9e48fc01,1,1,MCAS_2008_8_5608
arc,arc_69b92d78b9d4910a66e3,2,1,Mercury_7188720
arc,arc_9700ddc0993b8c6daef2,3,1,Mercury_SC_400174
arc,arc_a463e76640f6915fcb13,4,1,TIMSS_2003_4_pg5
arc,arc_0609b04bb73f5301b6ac,0,1,AKDE&ED_2008_8_32
arc,arc_7f5278d18aa35d5a4093,1,1,MCAS_1998_4_3
arc,arc_eb2ddf144213fc2577d0,2,1,Mercury_7247835
arc,arc_22673287f285b47553ad,3,1,Mercury_7084000
arc,arc_52c39292ddb3591c839c,4,1,Mercury_SC_408550
arc,arc_92bfbec3fdb5929284f6,0,1,Mercury_7220220
arc,arc_4722989f932c861191fc,1,1,TAKS_2009_8_9
arc,arc_91729ce1204808897669,2,1,Mercury_7239523
arc,arc_72a3a2997b9cee42c9e8,3,1,MCAS_2008_8_5719
arc,arc_f427353f3c0c0656aa49,4,1,Mercury_7127173
arc,arc_c397cabf618aa1f62e62,0,1,Mercury_SC_417556
arc,arc_0f30b6e640507e6e4aa8,1,1,NCEOGA_2013_8_14
arc,arc_d4ee612bcf796d2e7d4c,2,1,Mercury_187075
arc,arc_b0ca14d9093c064ce664,3,1,CSZ_2005_5_CSZ10383
arc,arc_73bac44c9c7292b8a64e,4,1,ACTAAP_2012_7_4
arc,arc_79a63beb5e934b928c82,0,1,Mercury_7139580
arc,arc_86ec43109d203f118e83,1,1,TIMSS_2007_8_pg101
arc,arc_65eb47be8610111e9923,2,1,Mercury_7162925
arc,arc_a11f3f19e6f77963b2c2,3,1,Mercury_SC_413300
arc,arc_3895e362dd64d3e6ee5b,4,1,Mercury_7246978
arc,arc_c7da09e287c4b1746302,0,1,Mercury_7064628
arc,arc_63e3c729bbff93c754bc,1,1,Mercury_7221673
arc,arc_d4a96753c97fb6692911,2,1,TIMSS_2007_8_pg7
arc,arc_293770417a1393bdad21,3,1,Mercury_7091980
arc,arc_04d0cb3b7d70fb8726f4,4,1,Mercury_7269203
arc,arc_5f7111c8a0fbe7e67533,0,1,Mercury_SC_416518
arc,arc_5533d9d007f1b48b0448,1,1,Mercury_SC_401157
arc,arc_b91bc951b00e61f61bbc,2,1,Mercury_SC_405647
arc,arc_c98959b891235b7c095b,3,1,CSZ_2008_5_CSZ10022
arc,arc_cfd085ec27cf17afc044,4,1,MCAS_2003_8_14
arc,arc_38767b44cbfa42d7b362,0,1,Mercury_SC_400064
arc,arc_029d9f8e1432b9739237,1,1,Mercury_SC_403010
arc,arc_37cb6b5010ab6a60a3be,2,1,Mercury_7159530
arc,arc_bdbda1647bd7e3816be1,3,1,Mercury_SC_405764
arc,arc_803327d0b71b0c93c144,4,1,Mercury_7015750
arc,arc_77bf89cc5cc14ef98577,0,1,Mercury_SC_407783
arc,arc_36e73a68c77b8544a13f,1,1,NYSEDREGENTS_2007_4_17
arc,arc_a4cfea0d2b561b2ac813,2,1,NCEOGA_2013_8_55
arc,arc_3edc863b60c7490fe8cf,3,1,Mercury_SC_416461
arc,arc_38848929b89efa7331c6,4,1,MSA_2012_5_24
arc,arc_fe6cc0b190707413fa99,0,1,Mercury_7222740
arc,arc_690af1b4298f9f693306,1,1,TIMSS_1995_8_I17
arc,arc_6bad7b4f7114456c7e48,2,1,Mercury_SC_410891
arc,arc_4ba46a0c1560f9b6ab32,3,1,NCEOGA_2013_5_56
arc,arc_12cfc474ddee60d1730b,4,1,Mercury_7017168
arc,arc_f4fe17e57205d4347dff,0,1,Mercury_416649
arc,arc_29a9827bf36578a721f4,1,1,Mercury_404993
arc,arc_1be4197d682d8bf3ef91,2,1,AKDE&ED_2008_8_11
arc,arc_e13192125b7290cc7f50,3,1,Mercury_7141295
arc,arc_daa6153e300e5d8a6725,4,1,Mercury_7200165
arc,arc_615e11162db14b51ecf8,0,1,MSA_2013_5_44
arc,arc_398695ebcfebe21f350e,1,1,Mercury_7230545
arc,arc_5a6d198e31236f5778f0,2,1,Mercury_SC_413531
arc,arc_830a431bd3757302ccfb,3,1,MCAS_2008_5_5623
arc,arc_14722ce7626123eee3b8,4,1,Mercury_7212345
arc,arc_1076e7103ccfdade731b,0,1,MSA_2013_5_33
arc,arc_d57411e894fb5d0e8c34,1,1,Mercury_7143780
arc,arc_88ecc5ae452aa7356f77,2,1,Mercury_183908
arc,arc_07e1372d8331680f57fd,3,1,Mercury_SC_401591
arc,arc_d718aad1727d524ad2fa,4,1,Mercury_192763
arc,arc_602d860b2ac529519a5f,0,1,Mercury_7103233
arc,arc_2f87d3c11f957a7783cc,1,1,NCEOGA_2013_5_10
arc,arc_8c364e97479688b9043f,2,1,Mercury_SC_401369
arc,arc_7b153eabf11ae8b19782,3,1,Mercury_7168070
arc,arc_8ec9e7d5582067c8555e,4,1,CSZ30771
arc,arc_5cca4e6d8cd5317d83ff,0,1,Mercury_7233748
arc,arc_0f367cff8652edc70289,1,1,Mercury_SC_401002
arc,arc_519b0eee22ad2c2344db,2,1,Mercury_7183505
arc,arc_9998912aa717bf7fbd87,3,1,Mercury_7252735
arc,arc_91070173f30b3f21d2e3,4,1,Mercury_7084210
arc,arc_207853e67d92cff3160a,0,1,Mercury_7005408
arc,arc_8e421baf3551bcde824e,1,1,AKDE&ED_2012_8_5
arc,arc_b983e6fd4013fd417160,2,1,Mercury_7058030
arc,arc_8688e8b7cfa568808a53,3,1,MCAS_1999_8_6
arc,arc_fd428b1b1c8c88eed367,4,1,Mercury_7038763
arc,arc_8d94734ed730867757c6,0,1,Mercury_7044818
arc,arc_0f1ccb35c57ab363270c,1,1,Mercury_417463
arc,arc_ac302742785f013b5b0b,2,1,Mercury_410719
arc,arc_8e24a9a6bc4947236f75,3,1,Mercury_7172795
arc,arc_22f87e5b14a18564d6d6,4,1,MDSA_2010_5_35
arc,arc_6f0c330126f06f396a72,0,1,MEAP_2005_5_38
arc,arc_877647820b0ec6e13660,1,1,Mercury_7223178
arc,arc_8028e3b100685955475d,2,1,Mercury_7014193
arc,arc_53efc149b2c405db6e88,3,1,Mercury_7175718
arc,arc_3b6205d7bcd71f98068c,4,1,Mercury_SC_402240
arc,arc_0dceab692d0c5889e9ff,0,1,Mercury_7092523
arc,arc_8e8bfff23192984b363b,1,1,CSZ_2007_5_CSZ10068
arc,arc_cd849aa48597a7cbba39,2,1,MCAS_2009_8_1
arc,arc_b5434978e7baa40c9878,3,1,Mercury_7219345
arc,arc_1e2d78a78ef763d0e13c,4,1,Mercury_SC_406650
arc,arc_9259b350ebfcd57516df,0,1,NCEOGA_2013_8_19
arc,arc_04dc04f0ab2b3fba97f7,1,1,Mercury_SC_LBS10030
arc,arc_54860e1de8bdc9a8a18c,2,1,TIMSS_2003_8_pg52
arc,arc_98924b779c3d380e922e,3,1,Mercury_7013213
arc,arc_21d9dd91c38a9f47c293,4,1,Mercury_SC_408784
arc,arc_4b47458cd93cea37ac31,0,1,NYSEDREGENTS_2004_4_3
arc,arc_c305e23f6ffc66f7ea5e,1,1,Mercury_401790
arc,arc_5d0a5408cc3bfbcebf10,2,1,Mercury_7103460
arc,arc_f78e8905760befb5a74f,3,1,Mercury_7090773
arc,arc_bafca2f524b2700675c5,4,1,MCAS_2009_5_6522
arc,arc_3b01dece2033b3cb9324,0,1,Mercury_7271180
arc,arc_b6a0e5d26ce5f38accdf,1,1,MDSA_2008_4_2
arc,arc_1d4761f4975dbf5795b7,2,1,MSA_2012_8_8
arc,arc_4939fae5d87df2ee5bab,3,1,Mercury_SC_401254
arc,arc_b8bfbc3b59a44db46c72,4,1,Mercury_SC_405514
arc,arc_c92580539e215551706b,0,1,Mercury_LBS10252
arc,arc_97d5cb544496573f80dd,1,1,Mercury_SC_416112
arc,arc_03a9c1fa4609edee44ce,2,1,Mercury_7033863
arc,arc_21697d9a2c754abcdb0a,3,1,Mercury_402569
arc,arc_3022707117b8d70aa32f,4,1,Mercury_SC_401588
arc,arc_3d49eebd9a6423bef4bd,0,1,MCAS_1999_4_12
arc,arc_ca70013f969ef3e3998f,1,1,Mercury_401376
arc,arc_c806bb08501dce676cf1,2,1,Mercury_183750
arc,arc_8fb2b7e30822d9e82031,3,1,Mercury_7201688
arc,arc_51415ddcffcb6ba3abb2,4,1,MCAS_2004_9_20-v1
arc,arc_3231ae2b2f183c0f5b78,0,1,Mercury_SC_400123
arc,arc_f938906baa1b360a05a2,1,1,Mercury_7271268
arc,arc_3d86307409b5b246e4df,2,1,Mercury_7024220
arc,arc_90421cde759ae893afea,3,1,CSZ_2004_5_CSZ10003
arc,arc_9ff8540070f6a033665d,4,1,TIMSS_1995_8_K12
arc,arc_93813d47eb6e60c5b106,0,1,Mercury_7284060
arc,arc_a1dae5a1b6bad7e46f94,1,1,Mercury_7094693
arc,arc_6505c08f52aaf84e9587,2,1,Mercury_SC_400300
arc,arc_950698c67b2d009fc441,3,1,Mercury_7141470
arc,arc_47d2f9ee0852a3755707,4,1,Mercury_SC_408368
arc,arc_359c89adb3a4b99b334d,0,1,Mercury_SC_401281
arc,arc_f5fcbffebe8c5a036d1e,1,1,TIMSS_1995_8_P7
arc,arc_8dd8195fd09564966a09,2,1,Mercury_7182140
arc,arc_d044d0caa313eb466b8c,3,1,Mercury_7027020
arc,arc_38510a83d58a4cc33853,4,1,AKDE&ED_2008_4_37
arc,arc_09bbb2790eb186aeeb76,0,1,Mercury_7217070
arc,arc_7fc381dba07dec63c49c,1,1,Mercury_SC_401216
arc,arc_e8e5fee5bd99436a5d06,2,1,Mercury_192745
arc,arc_d6b45b318e641466f8de,3,1,ACTAAP_2015_5_6
arc,arc_90f259e6a8c0ff1d7b11,4,1,Mercury_7205153
arc,arc_9442effb824f082fcb72,0,1,Mercury_SC_401180
arc,arc_e6cc3d69ae94ed3164c5,1,1,Mercury_177468
arc,arc_63392228a51145e59e76,2,1,Mercury_7214463
arc,arc_eef4450d71b8ebd94a56,3,1,OHAT_2007_5_34
arc,arc_d151cd29600de5a3197a,4,1,AKDE&ED_2012_4_17
arc,arc_c349ab7bcc12540c545f,0,1,Mercury_415080
arc,arc_65b4de6169a1d8a2fb12,1,1,Mercury_SC_406088
arc,arc_7c0bd01acdfc119827ed,2,1,Mercury_417145
arc,arc_d4de8e2df9ac8433295f,3,1,MDSA_2010_8_18
arc,arc_6d43c9d17172aafbe608,4,1,Mercury_7114415
arc,arc_86cfaea1eb88368b38ae,0,1,Mercury_412216
arc,arc_cecf3dc18862cc57a843,1,1,Mercury_SC_402281
arc,arc_b0c9aa0049dbdc27c8dd,2,1,MCAS_2006_9_30-v1
arc,arc_ab03855e67c10b8839df,3,1,Mercury_7234465
arc,arc_a9cb4efa0225d9306338,4,1,MCAS_2016_5_11
arc,arc_0bc3fe57d8653ee56c45,0,1,TIMSS_2011_4_pg67
arc,arc_e40b2469c9f65a55d807,1,1,Mercury_SC_401306
arc,arc_ca3039550c0c244b7c03,2,1,Mercury_7215740
arc,arc_37761680a95d67d8bfeb,3,1,Mercury_7233800
arc,arc_64dfcaf9f6926d0374ef,4,1,MCAS_2003_5_21
arc,arc_e8a43c3c18c6f632d2d4,0,1,Mercury_7214603
arc,arc_65e2d9d2aea7f9a31751,1,1,Mercury_SC_LBS10343
arc,arc_ac3291c4fbd5824e784a,2,1,Mercury_SC_415706
arc,arc_88b819f19c7db981702d,3,1,Mercury_412647
arc,arc_55712497d4c9b8bf4fe3,4,1,Mercury_7068845
arc,arc_01a0c3f505c4123a5ca8,0,1,Mercury_7247975
arc,arc_308aa36bd06bc94855a8,1,1,Mercury_SC_401812
arc,arc_e511169e1274c96811fc,2,1,Mercury_7001610
arc,arc_068884de53dac0312db1,3,1,Mercury_SC_415702
arc,arc_3b139ef291a024c9b212,4,1,Mercury_7009590
arc,arc_54c85ed7c97cfadf3ee2,0,1,TIMSS_2003_8_pg27
arc,arc_dcc3b8768387c2a61b5a,1,1,LEAP_2006_8_10413
arc,arc_b9d8f8215c0ba770cf85,2,1,Mercury_SC_LBS10034
arc,arc_34ef34d70442e427377b,3,1,Mercury_7026338
arc,arc_db1f09502dd35edc7f86,4,1,AIMS_2009_4_8
arc,arc_e1377d3da4d52bd6993a,0,1,Mercury_7084648
arc,arc_2ac04819a92d4464996b,1,1,Mercury_7128380
arc,arc_4a8b2db767c53fc34fa5,2,1,Mercury_415261
arc,arc_b24dfb75bb58841d245a,3,1,Mercury_7093310
arc,arc_712bec8333d09ec16533,4,1,Mercury_7077700
arc,arc_43e1980279466b8cf4a5,0,1,Mercury_7282555
arc,arc_a1db94a5895bcf3a73df,1,1,Mercury_7056438
arc,arc_6c6cfcc45aebf7f085e8,2,1,Mercury_7081025
arc,arc_f05c22fa8182677c2d7e,3,1,Mercury_7027178
arc,arc_fc5f04b52d0bc66e24a9,4,1,Mercury_7143045
arc,arc_f85e17654d106a728ef1,0,1,Mercury_7161228
arc,arc_651e3b4f368a41a6367d,1,1,Mercury_400749
arc,arc_ded5966d076cfa2a3f3a,2,1,Mercury_7041633
arc,arc_535f4c5c42844d91ac60,3,1,Mercury_SC_408415
arc,arc_7a0257e301bac1f285aa,4,1,MEAP_2005_8_46
arc,arc_2f201b6bac5113f237cb,0,1,NCEOGA_2013_5_3
arc,arc_03a930875504aebacd52,1,1,MCAS_1999_4_8
arc,arc_c6ecc05c29d81c8d7af3,2,1,Mercury_7013860
arc,arc_8425dcc75a873009e48f,3,1,Mercury_415546
arc,arc_dad14ef08346de4adb84,4,1,Mercury_412775
arc,arc_4f1a195d62accbe39bd0,0,1,Mercury_7008050
arc,arc_31d31ca9de99b0a2c268,1,1,Mercury_7213360
arc,arc_2c012f5b8baa4de89878,2,1,Mercury_410707
arc,arc_609c2d3a6a1d58f29492,3,1,Mercury_7182893
arc,arc_cb0c6b0b27843e521d77,4,1,Mercury_410136
arc,arc_5a0f769039485be81d5e,0,1,Mercury_7196263
arc,arc_925d8b1dca617290b3cf,1,1,ACTAAP_2013_5_7
arc,arc_7a499f73703965f76cf1,2,1,Mercury_7222810
arc,arc_a0d9f39fcb05c110c5cf,3,1,Mercury_7239470
arc,arc_bf061020064e425ffe7d,4,1,Mercury_7283920
arc,arc_1a16df3d34dd7095ea7c,0,1,Mercury_7122570
arc,arc_0ea5c7ced46b30d6880a,1,1,NYSEDREGENTS_2005_4_14
arc,arc_fe69e0990f35425ee785,2,1,LEAP_2006_4_10274
arc,arc_bb16380d1b1b069dd080,3,1,NYSEDREGENTS_2009_8_20
arc,arc_cad40fa82a7e70a5e021,4,1,LEAP_2008_4_10288
arc,arc_cb90f266b400fe010668,0,1,Mercury_SC_405635
arc,arc_429c2996ef9fb74e3fd0,1,1,Mercury_SC_405500
arc,arc_3c106eea09918106894a,2,1,Mercury_SC_402625
arc,arc_0adddcd1538cfd60a5f8,3,1,Mercury_7142853
arc,arc_8975d85eba2f2a4b0dc6,4,1,Mercury_7187775
arc,arc_7b90e830333465eafe12,0,1,Mercury_7236600
arc,arc_15b1464c06a03a5d43f7,1,1,NCEOGA_2013_5_33
arc,arc_ebf1b264a19d1f51d3bf,2,1,Mercury_7042805
arc,arc_8e23957d6216d31c2a25,3,1,MCAS_2006_9_42-v1
arc,arc_3e7d8a0affacd176ca3a,4,1,Mercury_7071908
arc,arc_dd6170adb613bbab81e5,0,1,Mercury_7245070
arc,arc_e223ca6c88f537b40d1b,1,1,Mercury_7141558
arc,arc_37a90aad4eb0296ba822,2,1,Mercury_7180758
arc,arc_28cd54230e3936ac4f5b,3,1,VASoL_2008_3_17
arc,arc_2b74eab5892727dede07,4,1,Mercury_7120803
arc,arc_66f95fb94769eb4a2382,0,1,ACTAAP_2009_7_4
arc,arc_b9b7abf0b67d7374e20a,1,1,Mercury_7142713
arc,arc_0f0618622e68773a2669,2,1,MCAS_2002_8_13
arc,arc_cc11e7fb480d86b7656e,3,1,Mercury_416673
arc,arc_53d324534f8a34b01790,4,1,VASoL_2007_3_13
arc,arc_6904e397b43aa7f14e29,0,1,Mercury_7168665
arc,arc_81ef4df0d3acff27671a,1,1,ACTAAP_2007_7_24
arc,arc_0c8e797bbabf6a24c7ae,2,1,Mercury_7108640
arc,arc_363dfb3a251c32ecdab4,3,1,Mercury_SC_405170
arc,arc_a87471c283f691e22549,4,1,MEAP_2005_8_40
arc,arc_acb0ee15654c96232916,0,1,Mercury_7159758
arc,arc_e7edc624ccac751d92b2,1,1,Mercury_SC_415723
arc,arc_8505ee2f696084efccbe,2,1,Mercury_SC_416523
arc,arc_cb3f70a36f56331ed2e6,3,1,NCEOGA_2013_8_10
arc,arc_5227a798c4180f96a93d,4,1,MCAS_2000_8_27
arc,arc_2bd842c94798a515d7ce,0,1,Mercury_SC_408423
arc,arc_2333a72859e63dd963a2,1,1,Mercury_SC_405862
arc,arc_e717e155dfacb2e9e999,2,1,Mercury_7217963
arc,arc_ef5e09314bb3d4480089,3,1,MEA_2014_5_13
arc,arc_82c156b10cd284cee081,4,1,Mercury_7211663
arc,arc_573d7a52c700c0f979d4,0,1,Mercury_7093030
arc,arc_5063e822e879e2f3049b,1,1,MCAS_2016_8_10
arc,arc_4ec5f72e602529cdfd5c,2,1,Mercury_7268013
arc,arc_17a4b1ae59c583742374,3,1,Mercury_7009538
arc,arc_c4a864bab96918b6548a,4,1,NYSEDREGENTS_2005_4_28
arc,arc_17e6bf2f35a4f6f01d3c,0,1,Mercury_7101535
arc,arc_e498979f52b417f5affa,1,1,Mercury_7114818
arc,arc_45404adba2f84f410739,2,1,MDSA_2007_8_19
arc,arc_efc5b6e0b69eb9d8b1ae,3,1,Mercury_400893
arc,arc_f1b7b2981928aaa9c362,4,1,Mercury_7068530
arc,arc_785e2715a96e36612b04,0,1,Mercury_SC_LBS10791
arc,arc_9f14535ad017f635b1ed,1,1,Mercury_SC_413243
arc,arc_bba24d3e3515a8cbe61d,2,1,NYSEDREGENTS_2007_8_28
arc,arc_02825d7c31ed0f746ab4,3,1,Mercury_7246260
arc,arc_14801455ed7472130f36,4,1,Mercury_7210280
arc,arc_2a0c66dd300c8a013379,0,1,Mercury_7282118
arc,arc_295ea333c4bedc41b9e7,1,1,NYSEDREGENTS_2004_4_5
arc,arc_b3949e080c863f833f91,2,1,Mercury_SC_401298
arc,arc_7dfeb593988f688ed59b,3,1,Mercury_7007508
arc,arc_a43d7bf3f867af7178cd,4,1,Mercury_7014525
arc,arc_e8a6e7a35e845770e651,0,1,NYSEDREGENTS_2006_8_26
arc,arc_7fabda2edb2b7f8af016,1,1,Mercury_417468
arc,arc_2a325cd3b1a76117a2ef,2,1,Mercury_7141995
arc,arc_78667a9fe992a9a3b40a,3,1,Mercury_403967
arc,arc_1cbfc5630bdc94bb1cdc,4,1,Mercury_417154
arc,arc_a6a659dd671a7e27a16f,0,1,Mercury_7086678
arc,arc_27c2b5b97824e54dd8a5,1,1,Mercury_416466
arc,arc_67a6b27970b6a1259729,2,1,Mercury_7008085
arc,arc_3902b16d38f9c6476b56,3,1,Mercury_7228288
arc,arc_7f5c0d21bf51ca1aa481,4,1,Mercury_7132195
arc,arc_31ca5b579d605988d6d1,0,1,AKDE&ED_2008_4_21
arc,arc_9f96091e372534582766,1,1,MDSA_2008_5_30
arc,arc_3367e0ecba10aa61208c,2,1,Mercury_7064278
arc,arc_ff972c0c40868d62e4b1,3,1,MCAS_2014_5_4
arc,arc_5e4555be697a220e971e,4,1,Mercury_7221008
arc,arc_8931e19c4ce8176ff1dd,0,1,Mercury_7081270
arc,arc_adad68e7281d5a28db96,1,1,TIMSS_2011_8_pg100
arc,arc_ed8d44d972e305026c09,2,1,Mercury_7228165
arc,arc_7b4f74aeb4eebbfdbfe5,3,1,Mercury_7120698
arc,arc_7014fa1fd76ebdc67412,4,1,Mercury_SC_401359
arc,arc_0abbe06d5609bf7d3326,0,1,Mercury_SC_412697
arc,arc_df5bc7d74cfdaf7c9ab2,1,1,Mercury_7228550
arc,arc_d10f785034722ab8892a,2,1,Mercury_7197225
arc,arc_0b44ba36859d612d390d,3,1,Mercury_SC_400607
arc,arc_917d366c76f97cd5e882,4,1,MEA_2014_8_15
arc,arc_6edceca985106b888a5e,0,1,Mercury_7084263
arc,arc_3200fb3324d026508f27,1,1,MCAS_2006_9_22
arc,arc_40928d6d5a1271fc5c85,2,1,Mercury_SC_400156
arc,arc_bfb81ecd18a1ab0decab,3,1,Mercury_SC_402085
arc,arc_b9b9a6677d737c7a9d80,4,1,MCAS_1998_8_5
arc,arc_105430c7712c1e463ca6,0,1,Mercury_SC_400519
arc,arc_0c9d0cc81794d7d8416d,1,1,MCAS_2013_5_29398
arc,arc_7259aa396413c8066df0,2,1,MCAS_2009_5_6516
arc,arc_2540e6b302e84b4c71ba,3,1,Mercury_7202160
arc,arc_394c8aeabf4f6d038a1a,4,1,MCAS_2013_5_29408
arc,arc_dc7e9a19ced04182a92a,0,1,VASoL_2007_5_7
arc,arc_8351a0cdba3443d02a61,1,1,Mercury_SC_414079
arc,arc_52c63ebd69d1a059c340,2,1,Mercury_7216685
arc,arc_393972859c7921f9cf60,3,1,Mercury_407675
arc,arc_5ce1fcfd08ad4d248b1d,4,1,Mercury_7009923
arc,arc_49a3d21165037977a3c3,0,1,Mercury_7223283
arc,arc_847175c3ff87346cf269,1,1,Mercury_SC_409907
arc,arc_cf3cf21de6d5cfc77823,2,1,Mercury_SC_405455
arc,arc_ce1ce03a3fd6cc0e72ef,3,1,MCAS_2013_5_29397
arc,arc_c5c3c97d550781344a19,4,1,MDSA_2009_8_44
arc,arc_bfeb80fe0320513847af,0,1,Mercury_7210578
arc,arc_b7022a794ebe6ff22e00,1,1,Mercury_7213395
arc,arc_1962642ddc26ccb2282e,2,1,Mercury_184293
arc,arc_685b8794450e7b601bec,3,1,Mercury_183960
arc,arc_4177d7f0e6e84717a0aa,4,1,Mercury_7211873
arc,arc_f4423f9afd91999897c1,0,1,Mercury_406916
arc,arc_dc3913560a2437244271,1,1,NCEOGA_2013_5_1
arc,arc_d4dc3d955f51c9ef7bf9,2,1,Mercury_406732
arc,arc_7201a29a0deed3e1f4a9,3,1,Mercury_7227938
arc,arc_ce828790c8224a3cccbf,4,1,Mercury_7228025
arc,arc_6bdec77d3d9119a28391,0,1,LEAP__7_10343
arc,arc_7b5b984247818f75eab7,1,1,Mercury_412782
arc,arc_e895ec7d8d6817ca18eb,2,1,ACTAAP_2013_7_6
arc,arc_8aa38611e0c60d18d55a,3,1,MCAS_1999_8_34
arc,arc_09d5de49e8315725a441,4,1,Mercury_185255
arc,arc_119da22a027925ec0bda,0,1,Mercury_7212030
arc,arc_cc6e9bb47201485da879,1,1,Mercury_SC_400013
arc,arc_6ce86e542b845d82b0e0,2,1,Mercury_7283413
arc,arc_b7aca3e7a39e8c1344c9,3,1,Mercury_7041248
arc,arc_c5fee8578a46879a69d5,4,1,CSZ10245
arc,arc_69fa58612ce486f58c53,0,1,NYSEDREGENTS_2011_8_43
arc,arc_5cf6b04b48ff43445123,1,1,Mercury_7186480
arc,arc_bd0cb3e82812672ad3c7,2,1,Mercury_182613
arc,arc_e1cb0fc9434de762f227,3,1,MEA_2014_5_7
arc,arc_1b88fb17077e26404431,4,1,FCAT_2012_8_7
arc,arc_c01911f64f9e417e3991,0,1,Mercury_SC_409675
arc,arc_5c0432c28aa73867c951,1,1,Mercury_412149
arc,arc_ea2b860cee52d5c4f48c,2,1,Mercury_7166618
arc,arc_4408497b8c7366dd7a96,3,1,NYSEDREGENTS_2016_4_13
arc,arc_b54f12fdcba8273e49d6,4,1,TIMSS_2007_4_pg48
arc,arc_cb7c3602e4e7dbca6dee,0,1,MDSA_2009_4_18
arc,arc_bbdfaee9fbe12ce79531,1,1,Mercury_SC_406541
arc,arc_0e0ee8697c98fdbe3ec3,2,1,Mercury_SC_405460
arc,arc_1a0cc7544af9d17139c3,3,1,Mercury_7027038
arc,arc_76886b39ee58a2c642bf,4,1,Mercury_SC_LBS10615
arc,arc_82ef7717bb34fbbdfb5b,0,1,MCAS_2006_9_20
arc,arc_dcedb71e15b2db44ee1f,1,1,Mercury_7230195
arc,arc_524f2a8c9816f587e4bd,2,1,ACTAAP_2007_7_8
arc,arc_b4e07570bf8927f4a704,3,1,Mercury_416647
arc,arc_4b97e596283a29849793,4,1,Mercury_SC_406669
arc,arc_c683abb4b63ff476b900,0,1,Mercury_7027143
arc,arc_e8912e09a4546ea0cbe2,1,1,Mercury_7122010
arc,arc_86222e64e9b599539070,2,1,ACTAAP_2015_7_8
arc,arc_8028549ef88f2a9dd917,3,1,NCEOGA_2013_5_59
arc,arc_ce8271207629faf5fd6f,4,1,Mercury_7038868
arc,arc_d597ba331de0111d7b88,0,1,Mercury_7170433
arc,arc_0a870fe969f815c35891,1,1,Mercury_7057733
arc,arc_fa2fb5b0cdfb6822af4c,2,1,MCAS_2011_5_17663
arc,arc_5bd0e4975d83b48b49ab,3,1,Mercury_7109585
arc,arc_70970cf5dc1ca15a7d9d,4,1,Mercury_7142975
arc,arc_816fb03e803059939a81,0,1,Mercury_7081095
arc,arc_62f55130cf381eccd7ac,1,1,Mercury_7218173
arc,arc_53b7d0c5fdd2c5d92e42,2,1,Mercury_7017133
arc,arc_2515c14846c5ddd6015a,3,1,MCAS_1998_8_8
arc,arc_c56ce9f8ef1224c83537,4,1,Mercury_SC_400169
arc,arc_76d6ca9ca773c9003761,0,1,Mercury_7262833
arc,arc_21796b4b7c6bf2f35afd,1,1,Mercury_SC_LBS10384
arc,arc_d3724860c64ad13da50c,2,1,MEA_2010_8_7-v1
arc,arc_a02e12681fbd96f605ff,3,1,Mercury_SC_402619
arc,arc_ac634b7d27fce3849287,4,1,Mercury_7044048
arc,arc_0bd696ebb7a9a61b112f,0,1,TIMSS_2007_4_pg18
arc,arc_c3a3f689572e528adcc5,1,1,Mercury_7270305
arc,arc_417e5781d3b17a88421d,2,1,VASoL_2008_5_36
arc,arc_380120ece85b5ecc63ab,3,1,Mercury_7185395
arc,arc_1d2c15c4ccfde9d2e095,4,1,Mercury_SC_401207
arc,arc_b9ad9ee9d5d07b6dc97c,0,1,MSA_2012_5_14
arc,arc_e67ff3f4923a86e75a30,1,1,Mercury_7207498
arc,arc_5ac4cf4683ca570c4adc,2,1,VASoL_2008_5_9
arc,arc_5ad8575c64f18d5f608f,3,1,MEA_2016_5_12
arc,arc_627b92256f0673c8fafd,4,1,Mercury_7191153
arc,arc_463037fa1d9517e2d1c1,0,1,Mercury_SC_415475
arc,arc_3ac57376c349e37eab4a,1,1,Mercury_401242
arc,arc_7726e0137af0842a2395,2,1,Mercury_7215198
arc,arc_c42232af51b9e184c47e,3,1,Mercury_SC_LBS10340
arc,arc_e6a16b0cda09b8977cc7,4,1,Mercury_7041860
arc,arc_395f90c72a22a0af3dbe,0,1,NYSEDREGENTS_2007_8_21
arc,arc_79ba89c861682a6c0895,1,1,NYSEDREGENTS_2009_4_20
arc,arc_9d88cb3da4d19eb18ea0,2,1,MCAS_2009_8_3
arc,arc_b54bb755a58ad5a9e73f,3,1,Mercury_400761
arc,arc_bd36c9a7c3f71bcfe13a,4,1,MCAS_2006_9_21
arc,arc_052a9475f3c1ba248adb,0,1,Mercury_7268223
arc,arc_370d281e16640853647f,1,1,Mercury_7181965
arc,arc_c6e3e6a37fbbf11805ad,2,1,Mercury_7207165
arc,arc_c7f0567fd7ecbd599858,3,1,NYSEDREGENTS_2016_4_20
arc,arc_b9f108e0af124626a0d7,4,1,Mercury_401402
arc,arc_7f8bf870e19e32d1ffea,0,1,Mercury_7283955
arc,arc_97a70c6db594f56ee82d,1,1,Mercury_7168455
arc,arc_3112d85594ea47c72438,2,1,Mercury_7084700
